Age,Applications_Last_12_Months,Assets_Value,Average_Fuel_Consumption_L,Cylinder_Count,Degree_Level,Eligible,Employment_Status,Expected_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Fuel_Type,Gender,Governorate,Has_Other_Social_Benefits,Household_Size,ID,Late_or_Missed_Renewals,Liabilities_Value,Marital_Status,Number_of_Children,Previous_Subsidy_Amount,Previous_Subsidy_Received,Primary_Income_Source,Salary,Total_Children_Income,Total_Household_Income,Total_Spouse_Income,Vehicle_Age_Years,Vehicle_Count,Vehicle_Ownership,Working_Children_Count,Fraud
32,3,2502.11,111.489,4,0,1,1,100,11.49,1.115,2,1,0,0,2,14273189,0,701.23,1,0,24.09,1,0,80.0,0.0,425.87,345.87,8,1,1,0,0
37,1,8123.72,68.944,4,0,1,2,100,-31.06,0.689,0,0,1,0,6,10537501,0,1289.4,1,4,18.3,1,2,80.0,0.0,381.8,301.8,5,1,1,0,0
38,1,6395.06,88.196,6,2,1,2,100,-11.8,0.882,2,1,1,1,1,19134392,0,1827.81,1,7,22.75,1,3,141.17,130.83,518.25,246.25,7,4,1,3,0
38,5,1348.09,383.645,6,2,1,2,100,283.64,3.836,2,0,4,0,2,13295936,2,2955.11,1,5,35.67,1,0,99.95,415.02,809.32,294.35,5,0,1,2,1
18,1,3072.09,95.055,4,1,1,3,100,-4.94,0.951,2,1,3,1,2,13963374,1,1535.93,2,0,19.58,1,3,80.0,0.0,80.0,0.0,9,4,1,0,0
18,1,2190.43,80.492,4,2,1,2,100,-19.51,0.805,2,0,2,0,7,12461287,0,3457.95,2,0,30.44,1,2,80.0,0.0,80.0,0.0,11,2,1,0,0
23,0,2652.37,71.171,4,0,1,3,100,-28.83,0.712,2,0,3,0,1,10168987,0,2820.03,2,0,5.0,0,0,82.32,0.0,82.32,0.0,7,1,1,0,0
37,1,2518.96,93.997,6,1,1,0,100,-6.0,0.94,2,0,3,0,7,11521112,0,4491.73,2,0,15.53,1,2,143.17,0.0,143.17,0.0,9,3,1,0,0
42,1,2559.06,109.31,8,1,1,0,100,9.31,1.093,2,1,1,0,4,10629803,1,1522.65,1,2,5.0,0,2,82.86,0.0,233.51,150.65,5,2,1,0,0
29,3,2359.01,0.0,0,2,0,2,0,0.0,0.0,1,0,4,0,5,18210920,1,3139.54,2,0,23.19,1,0,127.5,0.0,127.5,0.0,0,0,0,0,0
52,1,1397.19,0.0,0,2,0,0,0,0.0,0.0,1,1,3,0,4,10110059,1,1059.5,2,0,20.37,1,2,101.01,0.0,101.01,0.0,0,0,0,0,0
33,0,11977.68,130.82,4,0,1,1,100,30.82,1.308,2,1,2,1,1,15216135,0,2410.46,2,0,5.0,0,3,80.0,0.0,80.0,0.0,7,0,1,0,0
35,0,1862.33,79.187,6,2,1,3,100,-20.81,0.792,2,1,3,1,3,16212053,0,4602.82,2,0,24.5,1,0,120.53,0.0,120.53,0.0,6,5,1,0,0
33,1,2375.58,63.561,4,0,1,3,100,-36.44,0.636,2,1,1,0,1,11859984,0,3342.19,1,3,25.57,1,3,126.76,0.0,479.32,352.56,7,1,1,0,0
37,6,5000.6,0.0,0,1,0,0,0,0.0,0.0,1,1,1,1,3,14115082,3,741.47,1,1,5.0,0,1,137.08,0.0,385.36,248.28,0,0,0,0,0
43,1,4097.15,96.058,8,3,1,2,100,-3.94,0.961,2,1,0,0,1,16695695,0,4434.15,1,1,23.08,1,0,89.47,74.03,338.47,174.97,3,1,1,1,0
43,1,5404.06,76.425,4,2,1,2,100,-23.58,0.764,2,1,0,0,4,12242258,0,2259.95,2,0,29.99,1,0,80.0,0.0,80.0,0.0,7,5,1,0,0
24,1,1859.3,109.161,4,2,1,2,100,9.16,1.092,2,1,4,0,4,14800054,0,1723.62,2,0,25.25,1,0,80.0,0.0,80.0,0.0,13,0,1,0,0
53,3,2327.1,111.849,4,0,1,0,100,11.85,1.118,0,0,1,1,3,10143566,0,5139.71,1,2,15.45,1,2,80.0,0.0,380.75,300.75,4,0,1,0,0
22,1,1343.15,125.847,4,2,1,2,100,25.85,1.258,2,1,3,0,4,16089438,0,2237.89,2,0,29.37,1,0,100.27,0.0,100.27,0.0,4,0,1,0,0
36,1,2488.87,101.622,8,1,1,0,100,1.62,1.016,2,1,4,1,2,14534732,0,731.0,0,2,31.71,1,1,89.52,38.31,127.83,0.0,3,1,1,1,0
32,1,3746.85,51.708,4,2,1,3,100,-48.29,0.517,2,1,0,1,5,18087183,0,957.98,1,1,31.76,1,2,92.72,0.0,356.27,263.55,9,1,1,0,0
22,1,1488.49,106.647,8,2,1,2,100,6.65,1.066,2,0,4,0,5,15953855,0,2111.98,2,0,35.14,1,2,80.0,0.0,80.0,0.0,5,2,1,0,0
34,5,2605.87,255.96499999999997,4,3,1,0,100,155.96,2.56,2,0,1,0,1,11498861,2,1936.67,2,0,23.71,1,0,80.0,0.0,80.0,0.0,9,2,1,0,0
26,0,2110.98,121.287,6,2,1,3,100,21.29,1.213,0,1,1,0,4,14577762,0,2794.63,2,0,30.94,1,0,80.0,0.0,80.0,0.0,5,4,1,0,0
36,2,4537.72,97.125,6,2,1,0,100,-2.88,0.971,2,1,1,0,9,15215766,0,1598.65,2,0,20.28,1,0,146.82,0.0,146.82,0.0,5,0,1,0,0
40,2,6921.97,0.0,0,3,0,0,0,0.0,0.0,1,1,3,1,3,15228824,0,1069.46,2,0,5.0,0,3,106.5,0.0,106.5,0.0,0,0,0,0,0
53,2,1532.22,137.913,6,4,1,0,100,37.91,1.379,2,1,3,1,5,11558634,0,3869.34,1,0,5.0,0,2,80.0,0.0,317.73,237.73,10,1,1,0,0
39,1,3721.44,107.417,4,0,1,0,100,7.42,1.074,2,1,2,1,3,18646638,2,2255.08,2,0,5.0,0,0,80.0,0.0,80.0,0.0,8,3,1,0,0
28,0,5673.85,109.04,8,0,1,0,100,9.04,1.09,0,1,2,1,3,12365379,0,509.76,2,0,34.75,1,3,80.0,0.0,80.0,0.0,9,4,1,0,0
30,2,4702.98,0.0,0,0,0,0,0,0.0,0.0,1,1,1,0,4,14006242,0,4254.16,1,2,5.0,0,3,102.59,202.67,624.03,318.77,0,0,0,1,0
37,1,2143.77,132.729,4,2,1,0,100,32.73,1.327,0,1,4,0,4,19681747,0,3841.6,2,0,5.0,0,2,80.0,0.0,80.0,0.0,8,2,1,0,0
36,2,2283.83,139.965,8,4,1,2,100,39.97,1.4,2,1,1,0,3,12014507,1,1541.69,2,0,20.1,1,0,94.67,0.0,94.67,0.0,6,0,1,0,0
53,4,2606.09,0.0,0,1,0,0,0,0.0,0.0,1,1,4,1,2,15601821,3,1554.11,1,3,24.44,1,0,80.0,0.0,426.11,346.11,0,0,0,0,0
52,1,4431.12,69.506,4,1,1,1,100,-30.49,0.695,2,0,4,1,4,18256535,0,2797.07,1,2,5.0,0,2,80.0,164.07,783.78,539.71,6,3,1,2,0
31,4,2022.36,110.0475,6,4,1,1,100,10.05,1.1,2,1,3,1,3,12953708,3,4249.5,2,0,5.0,0,3,152.25,0.0,152.25,0.0,7,0,1,0,0
28,2,4240.12,101.217,8,2,1,1,100,1.22,1.012,2,0,3,0,4,12289273,0,863.8,1,1,29.35,1,3,80.0,0.0,560.5,480.5,5,2,1,0,0
18,1,1881.13,0.0,0,2,0,2,0,0.0,0.0,1,0,0,1,4,18724794,0,5545.6,2,0,5.0,0,0,80.0,0.0,80.0,0.0,0,0,0,0,0
28,2,3263.29,128.583,8,0,1,3,100,28.58,1.286,2,1,3,1,6,18951682,0,3323.56,1,4,9.74,1,0,80.0,0.0,690.36,610.36,8,5,1,0,0
23,2,2651.65,77.527,6,1,1,3,100,-22.47,0.775,2,0,2,0,4,13238882,1,821.61,1,4,20.81,1,1,103.58,0.0,332.63,229.05,11,1,1,0,0
31,2,1838.56,133.6,6,2,1,1,100,33.6,1.336,0,1,1,0,3,17778534,0,675.03,1,0,19.85,1,3,80.0,0.0,301.34,221.34,8,3,1,0,0
40,2,1970.33,110.899,4,4,1,0,100,10.9,1.109,0,0,3,1,1,18348892,0,1897.94,2,0,5.0,0,2,80.0,0.0,80.0,0.0,7,3,1,0,0
37,3,3243.92,116.435,4,2,1,3,100,16.44,1.164,2,1,0,0,2,15463324,1,2946.07,1,2,17.91,1,2,154.44,133.28,506.92,219.2,5,5,1,1,0
35,0,7045.86,132.665,6,1,1,0,100,32.66,1.327,0,0,4,0,8,19150472,0,883.81,2,0,17.59,1,0,96.16,0.0,96.16,0.0,7,3,1,0,0
37,3,3181.92,157.55,4,0,1,1,100,57.55,1.576,2,0,1,0,4,11084452,0,1362.85,1,0,5.0,0,0,169.96,0.0,318.02,148.06,6,1,1,0,0
33,0,4047.78,97.574,4,2,1,0,100,-2.43,0.976,2,1,4,0,2,11957160,0,1748.28,2,0,18.72,1,0,80.0,0.0,80.0,0.0,7,2,1,0,0
37,5,1858.16,201.11999999999998,6,2,1,0,100,101.12,2.011,2,0,1,0,1,19201251,2,989.35,1,4,5.0,0,0,80.0,159.07,648.12,409.05,9,1,1,2,0
18,1,2716.34,0.0,0,0,0,2,0,0.0,0.0,1,1,3,0,1,18246327,0,737.22,2,0,11.39,1,0,135.58,0.0,135.58,0.0,0,0,0,0,0
32,0,2180.05,97.335,8,2,1,1,100,-2.67,0.973,0,0,0,0,3,15553375,1,5019.25,2,0,24.75,1,0,86.09,0.0,86.09,0.0,8,1,1,0,0
34,1,7201.07,100.997,6,4,1,2,100,1.0,1.01,2,0,4,0,2,12410614,0,3265.54,1,2,21.18,1,0,80.0,66.11,383.28,237.17,11,1,1,1,0
31,2,1796.16,112.305,4,0,1,0,100,12.31,1.123,0,0,1,1,4,14472768,0,6647.52,1,1,5.0,0,1,127.15,0.0,432.43,305.28,4,1,1,0,0
32,3,1365.57,109.453,4,4,1,3,100,9.45,1.095,2,1,3,0,3,12251240,1,4965.97,1,3,21.89,1,0,92.48,0.0,336.75,244.27,8,1,1,0,0
43,2,2902.76,80.309,8,0,1,3,100,-19.69,0.803,2,0,1,0,3,12247239,0,669.44,1,1,6.71,1,0,82.8,0.0,298.8,216.0,8,2,1,0,0
28,0,4115.62,79.601,4,2,1,3,100,-20.4,0.796,2,1,2,0,2,17113317,0,2387.56,2,0,29.75,1,0,132.02,0.0,132.02,0.0,8,0,1,0,0
61,1,3837.13,115.613,4,1,1,0,100,15.61,1.156,2,0,1,0,2,13513614,0,5011.13,1,1,31.73,1,2,83.92,0.0,247.84,163.92,9,0,1,0,0
43,0,2325.74,135.053,4,3,1,0,100,35.05,1.351,2,0,4,1,5,16646155,0,3271.24,2,0,5.0,0,2,96.6,0.0,96.6,0.0,9,1,1,0,0
35,1,2175.64,105.965,4,2,1,0,100,5.97,1.06,2,1,4,0,8,14326450,0,1189.05,2,0,18.63,1,0,92.74,0.0,92.74,0.0,5,2,1,0,0
33,3,3078.71,0.0,0,0,0,0,0,0.0,0.0,1,0,0,0,5,19813415,0,1205.73,2,0,10.85,1,0,80.0,0.0,80.0,0.0,0,0,0,0,0
34,0,1607.56,90.784,4,2,1,0,100,-9.22,0.908,2,1,1,1,7,13249545,0,2515.41,1,2,5.0,0,2,80.0,0.0,361.98,281.98,8,2,1,0,0
24,3,3115.81,131.399,4,0,1,2,100,31.4,1.314,2,1,4,0,3,14894511,0,3963.59,2,0,23.97,1,3,95.12,0.0,95.12,0.0,3,2,1,0,0
34,1,5842.07,0.0,0,0,0,0,0,0.0,0.0,1,0,3,0,4,11660394,0,822.93,1,2,12.7,1,2,80.0,0.0,290.61,210.61,0,0,0,0,0
38,0,2938.34,65.617,8,2,1,0,100,-34.38,0.656,2,0,0,1,7,10979449,1,1394.34,1,1,11.76,1,0,260.61,0.0,333.1,72.49,5,1,1,0,0
42,0,3535.93,121.521,6,1,1,0,100,21.52,1.215,2,1,3,1,3,13772016,0,2515.95,1,1,5.0,0,2,80.0,0.0,253.54,173.54,10,1,1,0,0
42,0,2010.5,114.756,4,0,1,0,100,14.76,1.148,0,1,1,0,4,12723272,0,3913.4,2,0,32.12,1,0,97.27,0.0,97.27,0.0,2,0,1,0,0
32,4,7378.83,166.89,4,0,1,2,100,66.89,1.669,0,0,1,0,3,17282896,2,3772.68,0,1,33.41,1,0,142.63,0.0,142.63,0.0,3,2,1,0,0
18,1,4865.9,0.0,0,4,0,2,0,0.0,0.0,1,0,3,1,5,12239603,1,1628.62,2,0,5.0,0,0,80.0,0.0,80.0,0.0,0,0,0,0,0
27,0,3351.36,80.905,4,2,1,0,100,-19.1,0.809,2,0,1,0,4,16311159,0,1672.21,0,1,27.66,1,0,92.66,0.0,92.66,0.0,10,3,1,0,0
54,1,3456.76,94.435,8,1,1,2,100,-5.56,0.944,2,1,2,0,5,13688220,0,2098.28,2,0,5.0,0,2,80.88,0.0,80.88,0.0,5,4,1,0,0
46,2,6409.6,107.573,4,1,1,0,100,7.57,1.076,0,1,4,0,3,13373312,1,301.25,2,0,11.42,1,2,147.72,0.0,147.72,0.0,7,2,1,0,0
39,1,1809.69,53.466,4,0,1,1,100,-46.53,0.535,2,1,2,0,6,10189888,0,2859.81,1,5,39.16,1,3,80.0,191.96,597.05,325.09,8,2,1,2,0
26,2,2048.92,0.0,0,0,0,0,0,0.0,0.0,1,1,3,0,3,12677767,0,2433.6,1,2,24.85,1,2,114.82,0.0,362.56,247.74,0,0,0,0,0
35,5,4110.51,335.7025,6,1,1,0,100,235.7,3.357,0,1,2,0,4,17731990,2,3592.71,1,1,10.13,1,0,80.0,0.0,280.19,200.19,9,0,1,0,0
20,0,1585.04,68.304,6,2,1,2,100,-31.7,0.683,0,0,2,0,4,18624875,1,1553.47,2,0,32.9,1,2,127.05,0.0,127.05,0.0,8,0,1,0,0
28,1,4908.22,167.749,8,0,1,0,100,67.75,1.677,2,0,3,1,2,14043584,0,3564.41,1,1,25.89,1,2,80.0,0.0,253.45,173.45,4,1,1,0,0
32,0,4099.02,50.042,8,1,1,3,100,-49.96,0.5,2,0,1,0,4,11749935,0,2713.06,2,0,5.0,0,2,92.89,0.0,92.89,0.0,5,0,1,0,0
31,1,1431.72,0.0,0,3,0,0,0,0.0,0.0,1,0,1,0,2,11795185,0,1623.08,1,2,5.0,0,0,80.0,0.0,260.17,180.17,0,0,0,0,0
46,1,2465.88,156.348,4,2,1,0,100,56.35,1.563,2,0,0,1,2,18857693,0,614.46,1,5,22.17,1,2,80.0,266.7,553.39,206.69,10,5,1,2,0
18,2,2022.84,130.046,4,3,1,2,100,30.05,1.3,2,1,1,1,5,17916320,0,625.91,2,0,23.05,1,0,80.0,0.0,80.0,0.0,9,2,1,0,0
25,2,2760.15,92.084,4,3,1,0,100,-7.92,0.921,2,0,1,0,8,18815954,0,1995.8,1,2,25.18,1,2,144.53,0.0,302.72,158.19,5,2,1,0,0
19,3,5850.44,81.686,4,1,1,0,100,-18.31,0.817,0,0,3,0,4,14244747,0,2402.75,2,0,5.0,0,0,80.0,0.0,80.0,0.0,10,2,1,0,0
20,1,655.87,147.387,4,2,1,2,100,47.39,1.474,0,0,0,0,2,16116720,0,608.06,2,0,5.0,0,0,119.09,0.0,119.09,0.0,9,3,1,0,0
36,2,3905.35,99.949,8,2,1,0,100,-0.05,0.999,0,0,3,0,5,17788396,1,2593.2,1,2,27.89,1,0,80.0,73.01,450.12,297.11,9,2,1,1,0
18,4,3963.4,0.0,0,1,0,2,0,0.0,0.0,1,1,1,1,5,15152133,0,1402.89,1,4,5.0,0,3,125.24,0.0,341.0,215.76,0,0,0,0,0
44,0,2021.2,85.231,6,4,1,1,100,-14.77,0.852,0,0,3,1,6,14101263,0,2645.85,1,0,5.0,0,0,116.22,0.0,458.45,342.23,9,2,1,0,0
32,1,5335.0,0.0,0,2,0,0,0,0.0,0.0,1,1,3,0,5,17299449,0,703.18,0,2,26.36,1,0,112.78,0.0,112.78,0.0,0,0,0,0,0
36,1,2882.43,134.669,4,1,1,0,100,34.67,1.347,2,1,1,0,5,11089899,0,3059.04,1,4,31.9,1,2,121.62,225.71,540.54,193.21,4,1,1,3,0
39,1,5404.12,155.539,4,0,1,3,100,55.54,1.555,2,0,3,1,2,18828902,0,1462.41,2,0,19.55,1,0,85.53,0.0,85.53,0.0,3,3,1,0,0
30,1,3851.3,81.64,4,2,1,2,100,-18.36,0.816,0,0,0,0,7,17887713,0,3862.42,1,2,28.14,1,0,80.0,139.73,483.09,263.36,11,1,1,1,0
47,1,2287.8,117.849,6,0,1,0,100,17.85,1.178,0,1,4,1,9,15368861,0,2240.54,2,0,5.0,0,2,80.0,0.0,80.0,0.0,9,2,1,0,0
33,2,3268.1,0.0,0,0,0,2,0,0.0,0.0,1,1,2,0,2,14041979,1,1317.18,1,1,5.0,0,2,122.03,0.0,397.39,275.36,0,0,0,0,0
42,1,2968.57,92.437,4,0,1,1,100,-7.56,0.924,2,1,1,0,3,13632696,0,8861.31,1,2,29.96,1,2,115.93,71.21,492.38,305.24,6,1,1,1,0
33,0,3008.74,86.702,6,1,1,3,100,-13.3,0.867,0,1,4,0,4,17092181,0,1215.2,1,5,5.0,0,2,134.37,115.24,386.71,137.1,14,0,1,1,0
38,0,2323.46,112.09,8,2,1,0,100,12.09,1.121,2,0,0,0,5,12707154,1,1695.2,2,0,30.68,1,3,80.0,0.0,80.0,0.0,4,1,1,0,0
38,0,9740.54,90.187,6,0,1,0,100,-9.81,0.902,2,0,2,0,3,15257097,0,8652.63,2,0,21.86,1,2,98.24,0.0,98.24,0.0,5,1,1,0,0
38,0,5808.54,102.67,8,1,1,0,100,2.67,1.027,2,1,2,0,4,11345174,0,1622.65,1,1,31.35,1,3,164.09,0.0,839.87,675.78,9,2,1,0,0
23,1,7905.96,114.48,6,2,1,2,100,14.48,1.145,0,1,1,0,4,10656282,0,6001.23,2,0,18.07,1,0,107.07,0.0,107.07,0.0,6,2,1,0,0
40,0,4694.39,105.539,6,0,1,2,100,5.54,1.055,2,1,1,0,3,15611605,0,1779.84,1,1,13.27,1,2,80.0,0.0,318.79,238.79,11,2,1,0,0
31,1,3153.22,0.0,0,0,0,0,0,0.0,0.0,1,1,4,0,1,11633227,0,1945.38,1,1,5.0,0,0,95.04,57.1,324.01,171.87,0,0,0,1,0
43,0,4326.42,95.459,6,2,1,3,100,-4.54,0.955,2,1,2,0,9,11598403,0,1845.43,0,0,5.0,0,0,96.81,0.0,96.81,0.0,10,4,1,0,0
18,0,4775.74,93.845,4,1,1,2,100,-6.16,0.938,2,1,1,1,4,15163282,0,3895.49,2,0,5.0,0,2,112.8,0.0,112.8,0.0,9,2,1,0,0
18,3,2410.31,0.0,0,0,0,2,0,0.0,0.0,1,1,1,0,5,11344740,0,715.13,2,0,27.09,1,0,80.0,0.0,80.0,0.0,0,0,0,0,0
39,1,5161.59,126.293,4,2,1,0,100,26.29,1.263,2,0,3,0,4,12075253,0,220.86,2,0,30.21,1,3,95.06,0.0,95.06,0.0,4,3,1,0,0
57,2,3425.39,108.789,4,1,1,0,100,8.79,1.088,2,1,1,1,1,16078743,0,2596.41,1,2,21.89,1,0,93.2,0.0,416.2,323.0,8,2,1,0,0
45,2,1216.99,93.871,4,1,1,3,100,-6.13,0.939,2,1,1,0,4,15213741,0,2085.76,2,0,29.92,1,0,80.0,0.0,80.0,0.0,8,1,1,0,0
27,1,4236.72,95.947,6,0,1,0,100,-4.05,0.959,2,0,4,0,5,11659362,0,987.76,1,3,16.61,1,0,80.0,40.32,472.58,352.26,4,0,1,1,0
18,1,2352.96,173.234,4,1,1,3,100,73.23,1.732,0,1,0,0,4,11179078,0,1105.36,2,0,24.44,1,3,80.0,0.0,80.0,0.0,6,0,1,0,0
44,1,2053.6,0.0,0,1,0,0,0,0.0,0.0,1,0,3,0,2,19609846,0,1138.68,2,0,17.73,1,0,167.66,0.0,167.66,0.0,0,0,0,0,0
34,1,2172.84,86.331,4,2,1,0,100,-13.67,0.863,2,0,3,0,5,18544370,0,374.51,1,0,5.0,0,2,95.54,0.0,306.14,210.6,1,0,1,0,0
42,0,2804.41,105.947,6,2,1,0,100,5.95,1.059,2,1,1,0,6,16659165,1,2911.84,2,0,29.07,1,0,173.71,0.0,173.71,0.0,5,1,1,0,0
36,3,3584.56,80.917,6,1,1,0,100,-19.08,0.809,0,0,0,0,2,17825999,0,4983.6,2,0,17.2,1,1,84.73,0.0,84.73,0.0,7,2,1,0,0
35,1,1855.65,74.511,4,2,1,0,100,-25.49,0.745,2,1,4,0,2,11777891,1,3535.83,2,0,34.96,1,2,80.0,0.0,80.0,0.0,10,4,1,0,0
70,3,5505.92,250.9525,4,0,1,2,100,150.95,2.51,0,1,4,0,2,13191334,2,3057.83,1,4,5.0,0,0,80.0,148.88,445.26,216.38,8,2,1,1,0
35,1,5413.34,100.178,4,0,1,3,100,0.18,1.002,0,0,0,0,4,18531218,0,1511.71,1,3,38.0,1,2,109.36,42.79,338.5,186.35,7,1,1,1,0
33,0,2177.84,113.956,4,2,1,0,100,13.96,1.14,2,1,4,0,2,10851614,0,1763.72,1,1,5.0,0,2,110.6,0.0,475.94,365.34,7,1,1,0,0
34,2,3783.65,103.67,8,0,1,0,100,3.67,1.037,2,1,0,1,3,15298381,0,4056.89,2,0,29.62,1,0,90.25,0.0,90.25,0.0,5,2,1,0,0
28,5,4772.09,374.63500000000005,4,3,1,0,100,274.64,3.746,0,0,4,0,7,16585460,2,3464.19,2,0,5.0,0,0,136.62,0.0,136.62,0.0,6,2,1,0,1
47,0,1179.06,0.0,0,0,0,0,0,0.0,0.0,1,0,2,0,3,16739570,2,2312.6,1,3,5.0,0,3,80.0,53.16,375.71,242.55,0,0,0,1,0
31,1,2380.2,104.934,6,1,1,1,100,4.93,1.049,2,0,2,0,2,18827473,1,1212.63,2,0,5.0,0,3,94.66,0.0,94.66,0.0,10,0,1,0,0
43,2,1463.6,101.559,6,0,1,0,100,1.56,1.016,0,1,1,0,2,18933649,0,2063.33,1,1,33.7,1,3,80.0,0.0,459.68,379.68,5,2,1,0,0
38,1,3943.0,109.311,8,2,1,3,100,9.31,1.093,2,1,1,0,8,10556891,2,2879.98,2,0,27.12,1,2,80.0,0.0,80.0,0.0,11,2,1,0,0
50,2,5373.14,112.202,4,1,1,0,100,12.2,1.122,2,0,3,0,7,16212139,0,1408.65,1,3,25.87,1,3,124.15,0.0,363.07,238.92,9,4,1,0,0
40,0,4080.53,103.692,6,4,1,0,100,3.69,1.037,0,0,4,0,7,13189260,1,1128.66,2,0,24.67,1,0,102.71,0.0,102.71,0.0,4,0,1,0,0
20,1,3597.6,135.205,6,2,1,3,100,35.21,1.352,2,0,4,1,3,11052237,0,3197.85,2,0,5.0,0,0,80.0,0.0,80.0,0.0,4,1,1,0,0
19,1,1539.86,0.0,0,2,0,2,0,0.0,0.0,1,0,3,1,5,14213031,0,4208.59,2,0,34.08,1,1,160.83,0.0,160.83,0.0,0,0,0,0,0
52,0,3030.46,113.725,4,2,1,0,100,13.72,1.137,0,0,1,1,1,18025055,1,1309.74,0,0,33.32,1,3,124.87,0.0,124.87,0.0,5,0,1,0,0
28,1,2411.46,51.229,4,2,1,2,100,-48.77,0.512,2,0,1,0,3,11252776,1,1610.68,2,0,5.0,0,3,87.15,0.0,87.15,0.0,7,1,1,0,0
19,1,3117.3,130.571,8,1,1,2,100,30.57,1.306,2,1,0,0,5,13685601,0,1620.56,2,0,20.63,1,2,85.89,0.0,85.89,0.0,2,1,1,0,0
27,1,2793.29,113.944,4,0,1,0,100,13.94,1.139,0,1,1,0,6,14177267,0,2603.0,2,0,5.0,0,0,80.0,0.0,80.0,0.0,7,2,1,0,0
50,1,1340.2,94.49,4,1,1,3,100,-5.51,0.945,0,1,1,0,2,13866425,0,706.47,2,0,28.86,1,0,80.0,0.0,80.0,0.0,9,1,1,0,0
18,1,3851.56,120.843,4,1,1,2,100,20.84,1.208,2,1,2,0,6,18556459,0,1434.88,2,0,33.57,1,2,100.53,0.0,100.53,0.0,5,1,1,0,0
25,1,2165.1,58.226,4,0,1,2,100,-41.77,0.582,2,1,1,0,6,13245698,0,459.88,1,4,27.88,1,2,80.0,0.0,191.1,111.1,9,1,1,0,0
27,4,2467.64,0.0,0,1,0,2,0,0.0,0.0,1,1,1,1,6,14658153,2,1663.97,1,2,23.26,1,0,99.23,0.0,317.11,217.88,0,0,0,0,0
20,1,3659.09,0.0,0,0,0,2,0,0.0,0.0,1,0,0,0,3,14881473,1,2463.5,1,3,29.09,1,0,103.17,0.0,380.39,277.22,0,0,0,0,0
21,1,3773.72,0.0,0,4,0,3,0,0.0,0.0,1,1,0,0,5,15091918,1,2747.62,2,0,14.95,1,0,89.85,0.0,89.85,0.0,0,0,0,0,0
18,1,3445.43,126.146,4,4,1,3,100,26.15,1.261,2,1,1,1,2,18687433,2,2783.08,2,0,5.0,0,2,83.84,0.0,83.84,0.0,5,3,1,0,0
29,1,3205.61,43.321,6,2,1,2,100,-56.68,0.433,2,1,3,1,6,13695253,0,988.49,2,0,5.0,0,0,80.0,0.0,80.0,0.0,10,1,1,0,0
31,0,1539.41,0.0,0,0,0,3,0,0.0,0.0,1,0,0,1,1,12869670,0,4353.03,0,2,36.84,1,0,116.52,0.0,116.52,0.0,0,0,0,0,0
27,4,4196.65,0.0,0,1,0,0,0,0.0,0.0,1,0,4,0,9,11047961,2,661.24,1,1,21.46,1,2,101.28,0.0,349.62,248.34,0,0,0,0,0
18,1,3288.35,174.437,6,1,1,2,100,74.44,1.744,2,0,1,0,4,18663590,0,2246.36,2,0,17.53,1,2,80.0,0.0,80.0,0.0,6,1,1,0,0
50,0,6080.0,94.723,8,0,1,2,100,-5.28,0.947,2,1,1,0,3,19008128,0,1642.32,2,0,16.09,1,0,80.0,0.0,80.0,0.0,5,1,1,0,0
19,3,2046.59,83.546,6,0,1,3,100,-16.45,0.835,2,1,1,0,6,13300451,1,3488.18,1,1,37.97,1,3,80.0,0.0,615.93,535.93,5,1,1,0,0
38,0,1667.32,110.624,6,1,1,3,100,10.62,1.106,2,1,1,0,7,19768076,1,2890.39,1,1,5.0,0,3,80.0,0.0,344.58,264.58,9,1,1,0,0
22,0,5933.08,53.936,6,3,1,3,100,-46.06,0.539,0,0,3,0,4,19334257,0,1492.84,2,0,17.19,1,3,80.0,0.0,80.0,0.0,5,0,1,0,0
43,0,1914.77,139.272,6,0,1,0,100,39.27,1.393,0,1,4,1,5,14894996,0,800.85,2,0,5.0,0,3,99.74,0.0,99.74,0.0,9,2,1,0,0
46,2,2484.22,73.19,4,2,1,0,100,-26.81,0.732,2,1,4,0,5,17630421,0,633.95,1,2,15.48,1,3,80.0,0.0,372.87,292.87,9,0,1,0,0
24,1,5605.19,75.567,4,2,1,2,100,-24.43,0.756,2,0,0,0,5,16596874,0,3070.87,2,0,26.47,1,0,80.0,0.0,80.0,0.0,3,3,1,0,0
18,2,2413.2,94.929,6,2,1,2,100,-5.07,0.949,2,1,1,1,7,18433951,0,2834.41,1,3,19.87,1,0,138.73,89.89,721.79,493.17,5,1,1,1,0
43,2,9385.62,144.679,4,0,1,0,100,44.68,1.447,2,0,3,0,9,15787340,0,1685.12,2,0,5.0,0,0,95.92,0.0,95.92,0.0,9,1,1,0,0
58,2,2909.16,108.608,6,2,1,0,100,8.61,1.086,0,0,0,0,4,17050845,0,5968.99,1,1,5.0,0,0,156.64,0.0,379.62,222.98,4,2,1,0,0
40,2,3849.33,96.746,6,4,1,0,100,-3.25,0.967,2,1,1,0,1,17666102,0,6102.82,2,0,40.85,1,0,80.0,0.0,80.0,0.0,10,2,1,0,0
37,0,6829.95,100.474,8,2,1,3,100,0.47,1.005,0,1,2,0,6,11879704,0,2792.23,1,2,14.4,1,2,86.58,233.08,575.9,256.24,8,2,1,2,0
